latitude,longitude,K,eTh,eU,eU_eTh_ratio,eU_K_ratio,eTh_K_ratio,uranium_migration_index,anomaly_label,anomaly_score
34.10522088468494,-118.10322032589958,2.5093122550169054,8.077130977902478,7.818437284297671,0.9679720813847709,3.11576897959437,3.218862443983904,5.246134389676231,-1,-0.009933946384093173
34.13403822715481,-118.09912827745609,1.742895277818487,4.174643197068687,4.915722513870435,1.1775191990831964,2.8204348112201267,2.3952346708368633,3.586234752781767,-1,-0.000942936867955102
34.10681216039088,-118.08862885817585,1.5938093226549808,8.605171904105527,6.632304117296153,0.7707346455370497,4.161290828847711,5.399122581220042,3.891837402295089,-1,-0.014816325311690526
34.13605651842968,-118.10773185739332,0.6081418881009506,7.50810043090879,3.6679110655026164,0.488527171320569,6.031340937484886,12.345968231779583,1.2768258491835769,-1,-0.04262240234735215
34.127336169989434,-118.08737543497828,2.295644794646736,6.747601736496341,7.999589342325885,1.1855455693328505,3.4846808012199015,2.93930565923405,5.850698167225795,-1,-0.04177091459064253
34.12468465172318,-118.12863139819834,0.716207441033121,9.459180841968909,3.3423819655401736,0.35334792952795097,4.6667791676652035,13.20731997467682,0.3299412453003052,-1,-0.01590127258184626
34.112462680962054,-118.09977069839333,0.5331146763852614,7.659425748516399,2.089752123506135,0.27283404684886614,3.919892315993851,14.367313615244061,-0.34952527312748494,-1,-0.02339744321101822
34.13286603295508,-118.09681764837383,2.1831637417705387,7.229045499887187,7.482605544540208,1.0350751761981547,3.427413803818416,3.3112704107225848,5.180390226306152,-1,-0.024710705031699365
34.13699664341493,-118.10931736640893,1.695781479304429,8.158000228415712,7.259734392740849,0.8898914181754923,4.281055360811362,4.810761485472726,4.661677278242306,-1,-0.027103420374620213
34.12996595631397,-118.12487689081806,3.298718603687612,1.9813177146336525,3.356659613692756,1.6941551518472167,1.0175647022272138,0.6006325342267003,2.7256745143474452,-1,-0.015790911006797304
34.10597603126226,-118.11567922190847,2.327959569829418,1.5455800938307738,8.694739787597596,5.6255510939244715,3.7349187246558175,0.6639205052620508,8.20252291503394,-1,-0.09812919836638678
34.14372773711659,-118.11187528629938,1.7891115678061849,5.495795323504439,7.298366089915622,1.3279908839948864,4.07932418595052,3.0718013467675482,5.54813444732208,-1,-0.05355798698952541
34.1335634772853,-118.08728707792423,1.852399373448652,8.303419237842828,7.85311117208424,0.9457683572441689,4.239426597010738,4.482521078801799,5.208742843875568,-1,-0.03292668639489915
34.12749187263512,-118.13174035989077,1.8940447032612595,1.5930851209950752,6.540653194255309,4.1056520508897085,3.453272873123475,0.8411021758103294,6.033307519247059,-1,-0.08547954095798738
34.12829690632829,-118.09641659468446,0.6866576220006941,9.98862676341625,1.5749588542601456,0.1576752131762993,2.2936596111337617,14.54673543754263,-1.6060931315405267,-1,-0.0008481192814515648
34.14262716980462,-118.09196977548251,0.6217686014546444,10.228711556380922,3.62344183186239,0.354242253473459,5.8276372003752686,16.450994039342895,0.36593066648580486,-1,-0.03730817597745262
34.10826901382987,-118.12700295988165,0.7231844921757009,9.62464238229196,3.2481700172043224,0.33748474885472274,4.491481845016064,13.308695756647406,0.1830351905687655,-1,-0.017460053966345424
34.14368506461037,-118.10525158213292,0.5023665546001919,8.097594756761259,3.1712887380573225,0.3916334211970027,6.3126987834235715,16.11889701376662,0.5924687970072253,-1,-0.04668836903714413
34.12476849789001,-118.12852984997008,1.067080122398282,13.773096123430646,2.7581613088605312,0.2002571741417223,2.584774330405025,12.907274565733042,-1.6281207909501498,-1,-0.0006902444516944106
